,reg_error_vis,reg_error_all,sim_error_vis,sim_error_all,size,cover,sub,human_error_vis,human_error_all
70,-16.29825846,14.86982405,1.31067171,25.34525198,increase,L,10,-8.05,9.485
71,-22.49535855,3.821702444,-4.797533112,30.28301914,increase,L,11,-9.9,7.635
72,-11.66326459,3.783234683,-4.754583993,9.096060002,increase,L,12,1.4,18.935
73,-16.32884468,14.28111817,-3.363541345,14.58762675,increase,L,13,-8.45,9.085
74,-7.179874646,-3.001843893,1.294576343,23.45862612,increase,L,14,-5.1,12.435
75,-24.43252231,0.73290341,-8.179904307,3.210049487,increase,L,15,-1.747368421,15.76842105
76,-8.070411105,9.118997128,-11.24561483,25.30583594,increase,L,16,-13.4,4.135
77,-7.035763796,-4.942434584,4.60876085,14.566009,increase,L,17,-0.95,16.585
78,-14.55758184,-4.106392742,-13.82688719,14.51325326,increase,L,18,-6.8,10.735
79,-5.003870857,3.207701679,0.092729352,6.63289705,increase,L,19,-8.5,9.035
80,-1.690388102,-0.045456386,0.653679277,4.32118544,increase,M,0,8.505,7.735
81,-0.432641266,-4.070733238,-1.404205651,0.871554724,increase,M,1,0.405,-0.365
82,11.43749706,4.858212877,5.309414837,-0.341991839,increase,M,2,6.06,5.285
83,-5.970472749,2.813701898,4.985636326,3.013345937,increase,M,3,0.9,0.135
84,-1.051288423,-1.655235226,6.224647098,-3.859692323,increase,M,4,9.36,8.585
85,-9.838418941,-3.911097797,1.889947627,-1.251619455,increase,M,5,5.055,4.285
86,-4.577591647,-0.414781012,-1.797870028,-3.384142397,increase,M,6,-0.695,-1.465
87,-5.494489412,2.152066804,-7.266668647,5.149086332,increase,M,7,-3.345,-4.115
88,-2.25231867,-3.440848352,3.265981161,6.303484386,increase,M,8,3.05,2.285
89,-2.543869957,3.284201733,0.649888257,2.923470111,increase,M,9,-1.395,-2.165
90,-2.207839389,-2.754310091,-8.659217219,3.986731536,increase,M,10,8.305,7.535
91,7.186079211,5.044914217,-0.129723219,2.124937829,increase,M,11,0.3,-0.465
92,-0.190427665,-5.07931107,1.603431398,-4.820406658,increase,M,12,10.01,9.235
93,5.295609302,3.858600119,3.468234079,8.348489295,increase,M,13,8.86,8.085
94,3.231236941,1.395903021,-2.253467784,-1.028373367,increase,M,14,4.805,4.035
95,-5.534935936,5.297155624,3.066428714,4.696896402,increase,M,15,9.505,8.735
96,-1.815683928,-7.174778507,-4.490488651,-5.629715146,increase,M,16,6.505,5.735
97,4.611458268,-6.315345852,1.403036444,-0.493177929,increase,M,17,11.86,11.085
98,-0.408640119,4.625385482,3.487626668,2.165575035,increase,M,18,0.16,-0.615
99,-7.427787562,-4.08608098,0.27370975,4.002184733,increase,M,19,0.555,-0.215
100,7.261739756,-12.40041783,0.774979601,-20.11699313,increase,R,0,4.46,-10.515
101,8.664113675,1.700523247,2.875765089,-16.74568202,increase,R,1,-1.345,-16.315
102,14.92685811,1.188878735,-2.184186523,-4.934360957,increase,R,2,6.16,-8.815
103,16.33202613,-5.227185944,-8.327069165,-17.98064745,increase,R,3,22.00526316,6.694736842
104,11.53049392,-4.826398719,0.934987417,-13.75073993,increase,R,4,8.955,-6.015
105,7.954594288,7.048583604,2.630758775,-13.89318864,increase,R,5,7.61,-7.365
106,13.09741687,-3.430679012,0.324477521,-10.39430416,increase,R,6,15.71,0.735
107,9.06745028,5.006721291,11.4256533,-15.85234398,increase,R,7,8.76,-6.215
108,13.90944455,3.520761327,-1.115858157,-19.91406841,increase,R,8,7.21,-7.765
109,11.82521454,-4.037933382,-1.312037891,-16.31966273,increase,R,9,0.155,-14.815
110,6.505157403,-2.188445205,-1.420380489,-25.41027516,increase,R,10,13.96,-1.015
111,15.71811767,2.791617265,-4.848729408,-14.50959364,increase,R,11,9.11,-5.865
112,24.44555223,0.006662312,0.740581046,-10.04066692,increase,R,12,5.155,-9.815
113,9.701256474,-13.07793511,-0.288657289,-16.02803614,increase,R,13,14.21,-0.765
114,22.65047551,-3.131667716,0.822682972,-16.99941112,increase,R,14,6.81,-8.165
115,10.02599135,-7.247047271,8.157435632,-3.778951116,increase,R,15,4.06,-10.915
116,8.895937791,7.495766427,-0.453494812,-19.83154349,increase,R,16,15.21,0.235
117,12.63256946,1.257475209,13.62431751,-16.95720314,increase,R,17,14.16,-0.815
118,22.32747549,-0.362561182,-3.160271587,-8.316105862,increase,R,18,3.41,-11.565
119,18.69931102,-3.16295852,4.355255437,-3.99291962,increase,R,19,6.01,-8.965
120,8.664475348,2.768323009,-2.727944224,6.586823672,random,L,0,5.5625,6.1
121,0.555817812,-9.153068648,2.355148205,7.846497774,random,L,1,-5.1375,-4.6
122,-5.288774975,2.430145438,2.497081757,3.136022915,random,L,2,-0.1125,0.425
123,3.537397652,7.600678613,-1.377298131,9.504320102,random,L,3,-5.6125,-5.075
124,-2.070995736,-2.515670075,-0.432378193,-11.59304267,random,L,4,-1.3125,-0.775
125,1.135107081,-0.154665897,-2.186953313,1.686266708,random,L,5,2.335,2.875
126,4.520127078,-2.387333787,-2.779131,-0.935254347,random,L,6,-1.5875,-1.05
127,-5.507569288,2.436489213,-1.422679669,4.425710887,random,L,7,1.935,2.475
128,-0.017349493,-1.31311215,-1.676737294,5.080495869,random,L,8,0.0625,0.6
129,-3.48979762,1.771135693,5.175259503,-3.2416971,random,L,9,-3.765,-3.225
130,-4.074452335,-2.815177815,1.436465246,-1.190265357,random,L,10,2.6125,3.15
131,-2.551556374,5.111645356,0.054691266,2.712705588,random,L,11,-1.7125,-1.175
132,-0.813924337,2.612261294,4.664431414,-0.284714369,random,L,12,4.430769231,4.8
133,-3.235094272,0.305628222,1.596797116,3.315557617,random,L,13,5.7125,6.25
134,0.038511634,4.423690132,-1.990402648,-0.247004159,random,L,14,5.8875,6.425
135,0.05973632,1.585031373,7.670608367,4.287516015,random,L,15,3.369230769,3.574358974
136,-2.384251956,-9.847766301,3.866301836,-2.135434308,random,L,16,1.4875,2.025
137,-0.217473239,3.034888124,1.127959438,4.35626998,random,L,17,7.3375,7.875
138,-5.784912778,3.579517733,-3.460881808,-1.214176675,random,L,18,0.0625,0.6
139,2.9361445,-1.505534782,-1.01353894,-1.268067182,random,L,19,-2.3375,-1.8
140,-0.158085114,-1.498495043,4.64466751,6.07497605,random,M,0,7.274358974,8.053846154
141,-1.975719359,0.107751508,-1.632262475,2.755132,random,M,1,-5.6275,-4.65
142,2.58026959,0.507301292,1.253650173,6.76570362,random,M,2,-0.3775,0.6
143,0.712530779,4.453030227,-3.338205363,3.741078139,random,M,3,-1.43,-0.45
144,0.288681764,3.821645824,-1.429767483,4.052327828,random,M,4,-1.455,-0.475
145,-6.187634748,-4.578721758,0.558472938,2.025848518,random,M,5,2.875,3.85
146,2.966177698,1.998349836,-1.779570947,6.193874277,random,M,6,-0.255,0.725
147,0.518956932,-3.484049775,-3.624154531,2.534829921,random,M,7,-0.08,0.9
148,-1.447919158,2.674111751,0.821858069,-12.56907301,random,M,8,-1.8775,-0.9
149,1.761185152,5.329960585,4.485948082,1.411517697,random,M,9,-1.7525,-0.775
150,2.468465883,-1.536270838,-0.401871776,-0.026766223,random,M,10,2.9225,3.9
151,0.027732268,-7.942442506,-2.186534229,-2.289155831,random,M,11,0.325,1.3
152,-0.876500957,1.841175068,3.215474419,-1.104676764,random,M,12,6.6,7.575
153,-4.866477449,6.378621219,0.830211217,-2.850355565,random,M,13,7.275,8.25
154,0.325148803,-1.152212089,2.593477405,1.935546911,random,M,14,4.0975,5.075
155,7.008217306,-2.67908407,3.463450831,3.791762604,random,M,15,4.825,5.8
156,0.22869129,-2.808302123,4.054490731,2.901573196,random,M,16,0.32,1.3
157,-1.510855829,0.113092723,-1.641093424,3.636422653,random,M,17,9.45,10.425
158,-4.445706694,5.593811766,4.790093595,0.614250203,random,M,18,-2.48,-1.5
159,2.422560165,8.985795096,-3.038805241,1.763164059,random,M,19,-1.925,-0.95
160,-3.070658287,-4.544451597,3.697297725,-0.106793773,random,R,0,5.2825,5.1
161,5.523679903,2.548059672,5.933840494,-0.568101293,random,R,1,-3.0175,-3.2
162,2.047280339,3.903611011,-3.160624904,2.895423962,random,R,2,-0.2675,-0.45
163,-1.091497967,1.723984384,7.67021608,-5.154927686,random,R,3,0.7575,0.575
164,-0.410010232,0.740412354,2.649102222,1.591546479,random,R,4,-0.4425,-0.625
165,-1.643323512,2.952805979,7.40050849,-2.639472247,random,R,5,3.9075,3.725
166,5.487230978,0.185528302,-3.8924193,-1.937507016,random,R,6,-3.1925,-3.375
167,-6.01964623,-1.113707369,0.997224465,-1.814327805,random,R,7,-0.5675,-0.75
168,1.829958754,0.637993832,-1.180199592,1.338470469,random,R,8,-0.043589744,-0.525641026
169,1.123305988,3.956168856,-2.866210452,3.136383842,random,R,9,-1.2425,-1.425
170,-7.453913266,3.363003873,-4.935922062,3.227198741,random,R,10,3.7825,3.6
171,-3.336594909,1.693092815,-4.506005379,0.147181613,random,R,11,0.3825,0.2
172,5.85519864,-1.002582153,-3.083695607,-8.360731696,random,R,12,5.9825,5.8
173,-5.131056584,5.318133707,3.452411309,-3.612338247,random,R,13,8.0325,7.85
174,2.666060147,6.842833508,1.635709265,-3.656403827,random,R,14,5.5325,5.35
175,2.795139041,-3.523680126,-0.125578225,0.217803829,random,R,15,5.823076923,5.417948718
176,2.862307231,3.473775893,3.168274208,-5.063285549,random,R,16,2.2075,2.025
177,2.688324354,-0.557256633,2.846372487,2.903522993,random,R,17,8.1325,7.95
178,2.33643099,0.950957467,1.257708982,0.802515833,random,R,18,-2.0675,-2.25
179,6.072195385,1.59477414,0.71694865,0.090157138,random,R,19,-1.4675,-1.65
